file,course,source,start,end,text
75.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:26,let us now see some examples where we can use negation lets see what happens when we negate a statement consider this statement p where is less than or equal to we all know that this is true and hence it gets a boolean value when we negate the statement obviously it becomes is not less than or equal to and
75.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:26,0:49,i can write it like this but its very convenient to say that is greater than this becomes the negation of the statement p well we all know that is greater than is a false statement and hence this gets a boolean value the next one plus is equal to
75.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:49,1:01,i am sure its not true the negation of this statement becomes plus is not equal to well these are all very simple examples i hope you all are catching it really fast
76.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:35,let us start with a very famous quote the quote goes like this he who knows not and knows not that he knows not hes a fool shun him he who knows not and knows that he knows not is simple teach him he who knows and knows not that he knows he is asleep wake him up
76.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:35,1:00,he who knows and knows that he knows is an intellectual hes a leader follow him do you see what just happened so let me write this thing in the form of s and s so let me write if a person is knowledgeable or not as a first thing and then is he aware
76.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:00,1:22,if hes knowledgeable or not so the first thing says he who knows not he is not knowledgeable and knows not that he knows not which means hes unaware that he is not knowledgeable thats the first one second one is he who knows not not knowledgeable and knows that he knows not
76.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:22,1:42,he is aware of the fact of his knowledge status this chap was not aware of his knowledge status whatever is his knowledge status he was unaware of what was his knowledge status but the second one is ignorant hes not knowledgeable but hes aware of the fact that he is ignorant
76.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:42,2:07,that is not knowledgeable third one he who knows a fellow who is knowledgeable and knows not that he knows he is unaware of the fact that he is knowledgeable right it says hes asleep wake him up correct makes sense the last one is he who knows and knows that he knows hes an intellectual follow him
76.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:07,2:18,look at this table the table has a these are the only possible enumerations you can think of right lets see what this has to say
77.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:24,you see all the possibilities that i just enumerated there was there that was the dangerous person its tough to handle him so i put no false meaning do not interact with him  and means he who knows not and knows not that he knows not is a fool surname
77.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:50,fool zero second one is completely harmless the simple person and he knows i am sorry its he doesnt know but he knows that he doesnt know he is simple teach him harmless person put there you can handle him third one is someone who knows but he is unaware of the fact that he knows
77.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:50,1:05,okay he is asleep wake him up again harmless and its your duty to go and wake him up he has the content but he just needs a trigger he is harmless again put a the last one is an intellectual because he knows and he knows that he knows
77.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:05,1:28,and would be a so do you see this table set of all possible truth and false assignments and some inference that we are making in the third column the third column is actually called there is a name for it i am sure most of you even know it an or operator
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:22,i will give a good example for this lets say you have a cultural evening at your college and you want your dad or mom one of them to be present now this is a very ambiguous statement so you go to your dad and mom and you will say dad and mom i have something to tell you
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:22,0:44,i have a request to raise there is a cultural evening in my college i want dad either you to come or mom you to come one of you should definitely come now analyze this statement properly what do i mean if i go to my dad and mom and i say dad you come or mom you come
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:44,1:03,it sounds something like you have only one entry pass and you want dad to come or mom to come this is why english is a very ambiguous language you see you might even mean definitely one of you should be there dad you have to come or mom you have to come
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:03,1:18,it should not so happen that both of you are missing in that case all that you are saying is i want both of you to come but its okay if one of you cannot come one of you should be there one can miss but one should be there
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:18,1:43,okay these are two different statements but an or operator is basically the first example i gave you which is dad mom listen to me i want dad either you to come or mom you to come i will be happy if both of you come that is precisely what is or operator
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:43,2:04,if both of you dont come i will be unhappy  if dad doesnt come mom comes fine i am happy satisfied right my criteria gets satisfied dad comes mom doesnt come still fine i requested one of you to come both dad and mom comes then it means i am happy
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:04,2:36,or is so an or operator stands for i want at least one of you to be present let me now introduce you all to what is called an or operator or or so what is it let me write all possibilities     okay or simply means one of them should be true
78.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:36,2:53,correct so or means neither of them is true so the answer is or means because one of them is indeed true correct this one is true or again is or is again
79.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:24,given the boolean variables p q and r how does the truthtable of p or q or r look like how can you even construct it you saw how to construct a truthtable for two variables it was very easy take simply two variables p and q assign p to be q to be
79.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:57,p to be q to be only four lines and you are through you would have written all possibilities but when you have three variables you got to do a little more work what is that write all possible values that p q r can take        and totally you are going to get eight lines here
79.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:57,1:20,why is that if you dont know the answer for this you probably should revise back your counting chapter right its a very obvious reason here how many possible three digit binary numbers can you think of eight to the right thats why you have eight entries okay so how do we computer p or q or r
79.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:20,1:43,the idea of or is one of them should be true so is one of them true here  none of them are true so this is going to be remember how the or table look like in two variables in three variables its going to be very similar if you spot a anywhere you must call that as true
79.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:43,2:09,so i see a here this second line so its i see a here so its everything else has a for obvious reason that you will spot somewhere so the truthtable of p or q or r will have all s except for the first entry where p q r are all s and hence the or of p q and r will be
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:04,00:00:26,the professor has introduced rule of sum and rule of product let us see more examples now alice goes to the library to read a book and the library has books of different genres alice goes to the shelf where there are seven science fictions five mystery books and two journals but alice wants to read precisely one book
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:26,00:00:58,now the question here is how many choices does alice have so you see alice wants to read precisely one book that is very important so she has seven science fictions in her choices five mystery books and two journals so among all these she can choose precisely one so the number of choices sums up to be seven plus five plus two
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:58,00:01:32,it is very obvious to see why we do a plus here because she wants to read precisely one book so alice has choices to make let us see another example in the town of germany there are eight daily newspapers and four weekly magazines printed peter wants to subscribe to exactly one newspaper and one magazine
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:01:32,00:02:00,how many choices does he have so peter wants a newspaper and a magazine i am stressing upon the word and here because he wants a newspaper and a magazine so he has eight newspapers and four magazines to choose from and therefore it is multiplied with which is choices and out of these choices he is going to pick a newspaper and a magazine
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:02:00,00:02:32,let me just change the question here slightly suppose peter wants a newspaper or a magazine you see the word and became or here he would have eight plus four choices which is let us move on to another example where in a society there are eight men and six women contesting in an election
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:02:32,00:03:10,how many ways can the people choose a leader out of these so there are eight men and six women so the people have plus that is ways to choose from because they wanted just one leader and hence it is a plus operation here what if the people wanted two leaders a man and a women
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:03:10,00:03:39,i hope it would be very obvious to see that it would be into which is choices if they want precisely one leader then it is choices and if they want two leaders a man and a women then it is choices let us move on to another question how many positive divisors does have
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:03:39,00:04:11,before going to the answer let me make it very clear what is a divisor a divisor is an integer which divides another number with examples it will be more clear consider the number divides divides does not divide and also divides so you see these numbers are the divisors of and is not a divisor of because it does not divide
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:04:11,00:05:03,divides hence it is a divisor of divisors are also called as factors so let us get back to the question how many positive divisors does have let me write as a product of its prime factors so is equal to into into into into into into yes so this is equal to to the into cube
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:05:03,00:05:34,so this is same as so we see that divisor of must be of the form to a into to the b now you see these a and b they must be integers where a lies between to and b lies between to so a and b lie in a particular range
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:05:34,00:05:57,now how many divisors do we get we can answer this question by checking the possibilities for a and b so you see that a has possibilities and and b has possibilities that is and supposing a takes the value so to the will be then b can take any value from to and also zero
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:05:57,00:06:53,so all these are factors of a divisor of and if b is then this becomes and a can take the values between to let me just write some divisors and so on so we have possibilities for a and possibilities for billion so how many possibilities are there for a and billion it is precisely into which is and this answers the question that there are positive divisors for
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:06:53,00:07:27,let us now see another example charlie visits an ice cream parlor to buy one and he sees that there are three types of cones four flavors of ice creams and two toppings so how many choices does charlie have to buy an ice cream let me enumerate all of them
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:07:27,00:07:46,so let this represent charlie so he wants to buy an ice cream he has three choices of cones and ill write them as c c and c so for each cone he has four choices for the ice cream flavors like this and for each flavor there can be two toppings
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:07:46,00:08:31,so this represents toppings and this represents flavors so for this cone he can choose this scoop and this topping and so on so it continues for the others as well so how many choices does charlie have he can choose between three cones four flavors and two toppings so you see he must choose one each among the three
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:08:31,00:08:59,so we have by the rule of product as into into which is choices so he has possibilities of choosing an ice cream lets move on to the question in how many ways can we draw a face card from a deck as we all know in a deck of cards there are four suits the clubs diamonds hearts and the spades
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:08:59,00:09:18,and the three face cards are j q and k so for each of them we have four like this so these are four these are four and these are four and we want to draw just one face card among all of these and so there are four plus four plus four choices which comes up to twelve
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:09:18,00:09:46,so in twelve is we can choose a face card from a deck so let me now sum up what we were discussing all these while that is the rule of sum and the rule of product rule of sum goes like this if there are n choices for one event and m choices for another
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:09:46,00:10:11,event and both cannot be done at the same time then there are n plus m choices for one event and rule of product goes like this if there are n choices of one event and m choices of another event then there are n into m choices for both these events to occur
8.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:10:11,,in the previous case when we were discussing the sum only one event can occur and hence it is a plus in the second one we want both of the events to occur and hence its the product so this goes with the rule of sum and the rule of product
80.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:21,let us now look at the and operator these are all very obvious things im sure you would have guessed what ill be saying the moment i said and here what is and the same example mom doesnt come dad doesnt come that is not their first entry mom isnt there
80.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:21,0:40,ill be unhappy okay now i have a different condition dad comes mom doesnt come i will be unhappy because i miss mom of course dad is there im happy but im not very happy so and operator means this is a different kind of a kid who expects both his parents
80.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:40,0:54,to be present dad doesnt come mom comes i am still unhappy dad comes and mom comes im extremely happy so this is called the and operator very simple
81.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:24,we saw that or truth table of pq and r how will an and truth table of three variables look like so lets fill in the table pqr to eight entries so what you mean by and all of them should be true do you think all of them are true
81.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:48,no all of them are not true so  no all of them are not true if i spot even a single i should say it is so obviously every single entry will be except for the last entry which is which will give you so p and q and r will be all s first seven entries will be and the last one will be
82.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:26,look at this long statement new delhi is the capital of india paris is the capital of france beijing is the capital of china they say berlin the capital of germany its a long sentence right is this a statement of course yes when will this statement be true and when
82.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:26,0:50,will this statement be false this is true if all the individual facts that i told you is true this entire statement big statement is false if even one of these facts are incorrect something to note this big sentence that i said that you see here is called a compound
82.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:50,1:18,statement because you see it has a lot of facts each fact is actually a statement right such statements are called compound statements and statements such as these whatever you see new delhi is the capital of india berlin is the capital of germany and so on individually are called primitive statements why primitive you cannot further break them down while
82.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:18,1:28,the big compound statement you could break them down on to primitive statements so all you need to know is what is a primitive statement and what is a compound statement
83.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:22,we have so far seen what is negation of a statement what is an or operator and what is an and operator correct we also saw that there are two different types of statements called the primitive and the compound it sounds complicated but a primitive statement simply means one piece
83.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:22,0:55,of information well a compound statement means a pieces of information stitched together with or or and correct if its still complicated you will find it very straightforward once we see this example look at this statement india is a nice place to live this is true of course right fine so people from india would definitely agree with this its not people who live outside
83.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:55,1:16,india fine so india is a nice place to live people in india are very friendly thats also known to be true so here are two statements lets say statement p india is a nice place to live statement q people are very friendly in india these two are primitive statements
83.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:16,1:40,now look at a compound statement india is a nice place to live and people here are very friendly now you see i did a p and q here this is called a compound statement i dont think we need to explain this any further just this example has made everything clear
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:29,nptel you have seen some simple straightforward truth tables let us now look at slightly involved truth tables so how does a truth table for not p and not q look like so what do we do p q fill up the entries of p and q and then create not p and then create not q so that it becomes easy for you to
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:29,0:59,create the entries for not p and not q so what is not p now p means not p will be and not q column will be simply the negation of the q column which will be and now not p and not q will be and will be and will be then again and then so
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:59,1:28,will be the entries of not p and not p well how does the truth table for p and q within brackets or not p look like so how do we go about constructing this table we need entries p q not p p and q and finally we need the answer p and q or not p so as you can see
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:28,1:52,not p will be why obvious p and q will be just verify and p and q or not p will simply be the or of the third column here and the fourth column here which would simply be let us now write the truth table for p or r
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:52,2:13,and q how does it look like now you have three variables which means you should first write p q r and flood the entries with all possible s and s so what do you do p will have four s four s q will have two s two s two s two s and r will have alternate and like this
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:13,2:37,correct this is the way in which you write all possible three digit binary numbers if you know what i mean think about it okay so what is p or r so p or r is this column or operated on this column which will be or is or is or is and so on and the rest will all be s
84.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:37,2:57,here in this column and then what will be p or r and q the final column that will be the and of the q column and this p or r column which will be because its and and
85.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:23,here is something that you all should concentrate the most important part of the chapter at the same time very confusing as well the implication p implies q what does it even mean when you have a statement p and a statement q when you say p implies q what
85.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:23,0:37,exactly does this mean you may want to unlearn what you already know about implication because we are going to finetune the meaning that you know already and give it a brand new meaning
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:29,one of the most important topics in this chapter is the implication p implies q so lets understand this in detail okay so please note that this is the most confused part of this chapter so we are going to go slowly and we are going to give you many examples so that things are
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:29,0:49,very clear to you okay the confusing part here is there are some situations in real life that appears like p implies q but it is not we will explain what we are trying to say firstly lets look at this familiar example of you know when i was a school student when
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:49,1:10,i was in my high school i used to attend these examinations and sometimes the questions that they would ask would be erroneous there will be a mistake in the question and the verdict the idea would be if you attempted you will get marks let us understand this carefully
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:10,1:30,so on this side let me write down all the possibilities of the question being right or wrong and on this side i will write down my attempt okay here is the question here is the answer now the question is wrong and my answer is wrong i will get marks
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:30,1:56,right so i will put here so the column q is the question type represents a wrong question represents the right question okay and a column is about my answer to the question represents wrong answer represents right answer so please note there can be a case when the question is incorrect
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:56,2:13,but i will assume what the question is and my answer will be right perfectly right thats also possible so lets start question is wrong answer is wrong i will get marks because you see its the mistake of the question paper setter that he gave a wrong question i am not responsible for my wrong answer
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:13,2:32,if the question was right i probably would have written the right answer so the benefit of doubt is always to the students as you all know so i will get my marks question is wrong my answer is right obviously the only genius students do this despite the question being wrong they might
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:32,2:49,imagine what should be the right version of the question and then they will write the answer no doubt this is right marks is the question is right and your answer is wrong this would be no marks right we all go and argue to the teacher that my answer is right
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:49,3:10,teacher will say no the question is right your answer is wrong you dont get any marks question is right answer is right very unlikely right we will writ the right answers to the right question so technically speaking this is this should fetch me marks now this is called your p implies q truthtable
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:10,3:34,when the question is right it implies that you will get your marks m q implies m the question is right and your answer is right you get marks right this is the typical p implies q or a implies b concept we will see more examples point to note
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:34,4:02,whenever you say a implies b then your table should look like this is is is is only then can you say a implies b ath column will be bth column will be and the last column will be if that be the case then you say a implies b
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:02,4:25,now is this i will give you an example illustration of when this is not true that will make things clear okay i am rich i may be rich i may not be rich i am happy i may be happy i may not be happy let me consider all possibilities
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:25,4:43,i am rich i am happy i am not rich i am not happy i am rich but not happy i am not rich but i am happy now let us look at what happens in this truthtable is it true that a person who is not rich is not happy
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:43,5:06,what you have to say can it so happen that a poor person not rich means what he is poor and he is not happy this is not always true you know poor people who can be happy so i will say in the last column if you are not rich you are not happy is a wrong inference
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:06,5:32,correct next you are not rich but you are happy this again is not true we know people who are not rich but are unhappy there are exceptions you cannot always say that not rich means happy this is not true  you are rich and you are unhappy i am sure this is mostly true but then there are people who are rich and also happy
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:32,5:59,even this is not true you are rich and you are happy and even this is not true okay we cannot say anything about a person being happy when he is rich so rich implies happiness is not true correct when will it be true an implication will be true if the last column turns out to be only if it not
86.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:59,6:07,that then the implication is not true as and always lets see more examples to make it clear to you
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:31,let us now look at another example of being hungry and eating i am not hungry i dont eat so this is perfectly acceptable right i am not hungry but i eat you see we do these all the time when we go to a restaurant on a lets say stipulated
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:31,0:50,time we will start eating irrespective of whether we are hungry or not we dont wait for our hunger to pitch in for us to start eating right so this is true in general when you are hungry you when you are not hungry you may end up eating perfect
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:50,1:16,you are hungry and you are not eating this is not possible right this is impossible zero when you are hungry you are eating now thats the way all other living beings behave except humans you see so this is perfect so what i am trying to do here we are trying to say that hungry implies eating is a valid
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:16,1:34,implication thats what we are trying to say here you see implication is a hard concept to understand in the first attempt the major issue here is what you think is implication and what mathematically implication is there is some sort of a difference you should grasp that difference with time
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:34,2:01,so that will only happen when we give you a whole lot of examples let us see another example let us now start with an example that involves some basic math let statement a be a given number ends in the last digit is statement b means statement b stands for that number is even
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:01,2:22,the number is even thats what b means so now lets look at all possibilities a is b is now when a is b is is this possibility is this possible thats the third column thats the third column is it possible a is means what number doesnt end in
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:22,2:41,b is means what number is not even yeah this is possible right this is very much possible if you take number this is the property of numbers if the number doesnt end in it is possible that the number is not even that possibility is there so i will write here
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:41,3:02,a b can a number not end with and still be even yes the number ending with can be even so this is possible so i put here now look at the third one this is the most important part of our discussion a number ends in a is b is that number is not even
87.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:02,3:27,is this possible no this is impossible which is okay lastly number ends in and the number is even yeah this is possible so i write here now when the last column is we say a implies b is true which means whenever a number ends in we can always say that number is even
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:30,let me start my explanation with a question assume there is a set a a smaller set and a bigger set b so lets say a is new york and b is the whole of the united states we know new york is in unite states now if you were born in new york it implies that you were born in us let that stay in
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:52,your mind as simple as it can get what we are going to say is nothing more than just this example we are going to formally see how to interpret this very fact with some rigorous mathematics whenever someone says statement p you will derive statement q didnt you derive that
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:52,1:17,person was born in us the moment someone said he was born in new york well if you are asked to write the truthtable of p implies q how will you write first of all not everything can be written in the form of a truthtable but p implies q being such a important logical statement it merits for one to write its truthtable
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:17,1:47,now please note this is the confusing most of all truthtables let us start p q p is q is  all possibilities p implies q always see this as p is a smaller set q is a bigger set like the new york and us example whenever you say p some statement is true you infer that q is also true
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:47,2:11,this p implies q and new york and us doesnt seem to be the same but you will soon realize they are the same lets see how when something is not in p can you conclude that something is not in q is what we are asking here do you think when p is q is stated differently all i am asking is can it so happen that inside
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:11,2:32,this set there is no element given an element x which probably is in the universal set forget about a and b a is a smaller set b is a bigger set containing a and there is a universal set u if i give you an element x and that element is not in a can you say that element is not
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:32,2:52,in b not necessarily but yes it can be true look at this statement when something is not in a it could be in b but not necessary is all i am saying now look what is the next statement an element is not in a can it be in b
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:52,3:14,not necessarily but yes it can be true same statement you see now what is the next statement and an element e is in a but not in b is that possible that is impossible first one is not necessarily true but yes it can be true second one is also not necessarily true but can be possible at times
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:14,3:37,third one is impossible fourth one is an element is in a implies the element is in b also very true this is always possible actually you see first one is not impossible second one is not possible third one is impossible and fourth one is let us put it under the not impossible category
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:37,4:03,correct now when it is not impossible we write when it is not impossible always possible we write when it is impossible we write this is the convention that we are using to develop the truthtable i repeat it is extremely confusing why the entries are all s here in fact i took up this exercise of going through all the videos online and in the comment
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:03,4:25,section of most of the youtube videos i observed that many people have this confusion that i understand when p is q is p implies q is i understand when p is and q is p implies q is but i dont understand how when p is and q is p implies q is
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:25,4:45,the explanation is with the subsets that i told you right now better explanation is please dont break your head it is more of a convention to call it simply because it maybe possible it is not impossible at times it is possible that p is not true but q is true
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:45,5:07,that is why we put there this truthtable is more of a convention the only thing that you should concentrate on is implying is never true a word of advice if you didnt understand what is p implies q stare at this truthtable many times if possible even memorize it
88.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,5:07,5:13,with time you will get the wisdom of what exactly one means by p implies q
89.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:36,you do encounter sentences such as these necessary and sufficient condition implies and implied by if and only if they are all perfectly sounding english statements but what exactly do they mean in fact they all mean the same and let me tell you what exactly they mean they simply mean whenever you are given two statements namely p and q if p implies q and
89.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:56,q implies p then you say p is implied and p implies and implied by q p is necessary for q p is necessary and sufficient for q and we also say p if and only if q we will see more of this very soon
9.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:05,00:00:26,our aim now would be to understand the notion of factorial of a number let us see what are factorials all about let us revisit how we started off with the chapter in how many ways can this one person take her photographs in how many ways can two people take it
9.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:26,,in how many ways can three people take it in how many ways can four and five people take it as youre observing all we are doing here is n factorial let us now see how exactly it turns out to be n factorial
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:21,let us look at some properties of numbers and try to see if we can understand implication properly you see whats a prime number a prime number is something that doesnt have any divisors is a prime number is a prime number you cannot find a number which divides you cannot find a number that divides
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:21,0:43,is a prime number right is a prime number you cannot find a number that divides so now whenever you take a number that is not prime lets say a is not prime take any nonprime number it implies that a square is also a not prime correct it goes without saying
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:43,1:02,when you take some number and take its square that square will always be divisible by a a square is always divisible by a and hence by the definition of prime number a square is not a prime number a is not prime implies a square is not prime let me take another example second example
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:02,1:23,a is an even number implies a square is an even number correct why whenever a is even a is in the form m a square will be of the form m square which obviously is an even number as you can see you have a multiple of which is always even
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:23,1:43,so a is even implies a square is also even now let us ask a question if you are given that a square is even does it imply that a is even a square is even indeed implies a is even why if a were to be odd square of an odd number
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:43,1:58,should be odd if a square is even then definitely that particular a whose square is giving you a square and hence becoming and you observe that it is even means that a is even think about it for a minute take a pen and paper and then work it out
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:58,2:18,a square is even implies a is even but then we saw a is even implies a square is even if some if p implies q and q implies p we say p two way implication symbol is how we write this as two way arrow p implies and is implied by q is how we say
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:18,2:40,by that we mean p and q are equivalent because when p is implying q and q is implying p they both are one and the same remember our subset example that we said p is a condition which implies that q is also true q is a condition which implies p is true
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:40,3:03,so whenever i said a is within b and they said b is also known to be within a a subset of b and b subset of a implies a is equal to b this is only obvious correct so p implies and implied by q is written with this bidirectional arrow and it simply denotes
90.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:03,3:23,the fact that p implies q is true and q implies p is true and the truthtable of this p implies and implied by q looks like this if p is q should be both are of the same parity thats what this is bidirectional thing means so it is true
